hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,date,carb_monox
23,32.0,68.0,2.0,55.0,49.0,29.8,1001.9,0.0,SSW,1.1,25-Jun-2017,500.0
16,148.0,151.0,12.0,33.0,81.0,23.9,1003.9,0.0,NNW,1.4,30-Aug-2015,2400.0
19,16.0,22.0,6.0,20.0,72.0,9.3,1012.6,0.0,NNE,2.0,25-Feb-2018,400.0
19,17.0,17.0,2.0,34.0,49.0,15.0,999.8,0.1,NW,5.1,23-May-2017,400.0
12,41.0,35.0,14.0,39.0,203.0,33.8,994.9,0.0,SW,3.5,6-Jul-2014,500.0
13,88.0,116.0,53.0,63.0,20.0,1.7,1031.0,0.0,S,1.4,26-Dec-2015,1800.0
0,63.0,63.0,2.0,31.0,124.0,24.8,998.4,6.9,WSW,2.7,30-Jul-2016,600.0
0,173.0,172.0,88.0,105.0,1.0,-5.6,1023.3,0.0,NE,0.9,12-Feb-2015,4100.0
2,146.0,153.0,,100.0,81.0,3.5,1004.8,0.0,N,0.7,6-Mar-2014,2399.0
4,56.0,56.0,2.0,35.0,12.0,6.8,1000.0,0.0,ESE,0.5,12-Apr-2017,700.0
23,90.0,90.0,2.0,19.0,111.0,23.4,999.1,0.0,NNE,1.3,21-Aug-2014,900.0
17,17.0,39.0,3.0,26.0,139.0,27.9,1001.1,0.0,NNE,2.7,1-Jun-2014,200.0
7,57.0,65.0,16.0,107.0,2.0,14.9,1010.3,0.0,NE,1.3,22-Apr-2015,800.0
20,79.0,79.0,2.0,39.0,48.0,20.9,997.3,0.0,ENE,1.5,28-Jun-2017,500.0
23,16.0,32.0,2.0,42.0,46.0,9.9,1026.1,0.0,N,2.3,24-Mar-2017,500.0
5,86.0,110.0,2.0,31.0,73.0,22.5,1001.3,0.0,N,0.5,20-Aug-2015,900.0
3,14.0,14.0,2.0,23.0,29.0,20.0,1009.6,0.0,NE,0.4,3-Sep-2016,400.0
10,65.0,87.0,5.0,33.0,139.0,27.0,994.8,0.0,SW,1.6,16-Jun-2015,800.0
19,8.0,68.0,2.0,14.0,47.0,1.3,1017.1,0.0,NNW,4.5,26-Nov-2014,400.0
0,12.0,33.0,6.0,22.0,30.0,-4.0,1025.0,0.0,NW,3.3,1-Jan-2016,600.0
4,31.0,37.0,9.0,18.0,84.0,24.6,998.2,0.0,N,1.0,4-Jun-2016,500.0
20,64.0,131.0,16.0,28.0,107.0,15.3,1008.3,0.0,ESE,2.6,5-Apr-2017,700.0
0,187.0,231.0,17.0,90.0,2.0,0.1,1022.0,0.0,WNW,0.6,29-Nov-2015,2300.0
1,377.0,397.0,94.0,136.0,1.0,0.7,1021.3,0.0,NE,1.2,25-Feb-2015,6500.0
8,169.0,176.0,40.0,104.0,2.0,-1.2,1002.6,0.0,NE,0.1,19-Feb-2018,2000.0
17,21.0,47.0,3.0,13.0,130.0,29.0,1008.1,0.0,NW,2.8,20-May-2016,200.0
11,15.0,66.0,12.0,42.0,14.0,12.5,1023.3,0.0,SSW,2.4,27-Oct-2015,700.0
7,18.0,40.0,21.0,66.0,6.0,-2.0,1022.0,0.0,NE,1.9,19-Jan-2016,1200.0
13,102.0,102.0,13.0,53.0,12.0,1.0,1015.0,0.0,WNW,0.9,20-Feb-2016,1500.0
0,91.0,91.0,9.0,26.0,163.0,28.0,1007.3,0.0,S,1.8,7-Jul-2017,2000.0
22,187.0,229.0,5.0,86.0,75.0,21.9,994.1,0.9,NNW,1.3,17-May-2016,1500.0
11,15.0,62.0,10.0,17.0,75.0,15.6,1011.0,0.0,WNW,3.4,21-Mar-2016,400.0
15,98.0,165.0,44.0,54.0,93.0,20.7,999.1,0.0,SE,1.3,15-Mar-2015,900.0
17,33.0,76.0,19.0,65.0,178.0,30.0,990.2,0.0,SW,1.8,18-Jun-2014,500.0
5,167.0,397.0,45.0,106.0,2.0,4.7,1004.8,0.0,S,0.5,17-Mar-2015,2000.0
0,68.0,144.0,21.0,91.0,2.0,8.1,1018.7,0.0,ENE,0.7,22-Oct-2015,1200.0
6,117.0,117.0,3.0,45.0,42.0,5.9,1011.6,0.0,NE,0.5,10-Apr-2016,1000.0
15,89.0,26.0,11.0,38.0,266.0,34.2,990.0,0.0,SSW,2.5,30-Jul-2014,700.0
3,40.0,50.0,5.0,24.0,43.0,9.4,1005.5,0.0,NNW,0.5,1-Apr-2015,800.0
5,17.0,46.0,7.0,39.0,41.0,16.8,996.9,0.0,NW,1.7,14-May-2016,200.0
23,293.0,331.0,11.0,86.0,3.0,8.2,1005.9,0.0,NNW,1.2,16-Mar-2016,2900.0
14,43.0,336.0,7.0,11.0,77.0,20.7,1005.1,0.0,WNW,5.4,17-Mar-2015,300.0
21,99.0,162.0,26.0,50.0,144.0,18.6,1003.6,0.0,ESE,2.3,27-Apr-2014,800.0
19,16.0,36.0,9.0,40.0,46.0,-0.2,1028.1,0.0,NW,2.6,6-Jan-2017,700.0
10,9.0,20.0,4.0,16.0,93.0,22.9,1003.2,0.0,WNW,2.9,25-May-2017,300.0
5,238.0,271.0,24.0,107.0,2.0,3.1,1020.0,0.0,NE,1.5,30-Nov-2015,3200.0
22,150.0,221.0,14.0,52.0,149.0,25.4,999.4,0.0,E,2.0,14-Jun-2014,1300.0
19,11.0,54.0,2.0,30.0,106.0,27.9,1003.8,0.0,NNE,1.2,26-Aug-2016,600.0
7,104.0,104.0,5.0,54.0,9.0,17.9,1002.6,0.0,ESE,2.7,26-Sep-2015,1900.0
8,63.0,84.0,2.0,58.0,20.0,26.7,996.3,0.0,NW,0.8,29-Jul-2017,1200.0
20,122.0,122.0,2.0,18.0,190.0,20.3,992.8,28.7,ENE,2.2,26-Jun-2016,700.0
6,6.0,15.0,6.0,24.0,39.0,14.9,1018.0,0.0,NNW,2.3,2-Oct-2014,200.0
20,11.0,11.0,2.0,62.0,17.0,21.5,992.6,0.0,WNW,1.8,3-Aug-2016,300.0
21,6.0,8.0,2.0,18.0,41.0,-2.6,1030.6,0.0,NNE,4.3,16-Dec-2016,500.0
18,112.0,149.0,8.0,58.0,101.0,23.0,1011.3,0.0,S,2.5,21-Sep-2015,1600.0
4,119.0,162.0,46.0,78.0,7.0,-1.5,1022.4,0.0,E,1.0,1-Mar-2017,3500.0
10,31.0,31.0,20.0,52.0,21.0,17.2,1022.0,0.0,NE,1.6,5-Nov-2015,700.0
17,284.0,325.0,60.0,157.0,9.0,0.3,1022.3,0.0,E,1.0,29-Dec-2016,4500.0
2,164.0,135.0,7.7112,60.3582,10.71,17.7,1010.3,0.0,N,0.0,30-Sep-2014,1222.923
12,12.0,12.0,5.0,18.0,73.0,3.7,1025.2,0.0,NW,1.9,4-Mar-2016,400.0
0,131.0,149.0,4.0,106.0,6.0,10.2,1014.1,0.0,W,0.5,11-Oct-2017,1500.0
5,39.0,51.0,31.0,41.0,1.0,-7.0,1020.7,0.0,NE,0.2,13-Dec-2014,1100.0
19,58.0,170.0,12.0,43.0,75.0,11.6,1007.5,0.0,SE,3.1,11-Apr-2017,400.0
16,13.0,49.0,8.0,10.0,104.0,21.7,1009.0,0.0,WNW,3.6,5-Apr-2015,300.0
13,67.0,68.0,60.0,60.0,18.6354,13.0,1016.6,0.0,S,1.7,22-Nov-2014,1300.0
19,28.0,59.0,13.0,72.0,2.0,5.4,1020.0,0.0,NE,1.2,27-Nov-2015,800.0
13,129.0,171.0,3.0,12.0,224.0,32.3,990.0,0.0,SE,1.3,6-Aug-2014,900.0
10,23.0,38.0,2.0,19.0,62.0,23.2,1003.7,0.0,NE,0.9,30-Aug-2016,500.0
16,15.0,15.0,2.0,13.0,134.0,33.2,1001.0,0.0,WSW,3.0,20-Aug-2016,300.0
12,38.0,52.0,6.0,29.0,148.0,31.4,1007.1,0.0,SW,1.4,9-Aug-2016,800.0
13,15.0,24.0,12.0,9.0,97.0,16.9,1019.9,0.0,N,2.8,26-Mar-2017,400.0
3,107.0,107.0,7.0,70.0,5.0,0.0,1017.0,0.0,SW,0.2,25-Jan-2016,1900.0
6,14.0,14.0,2.0,55.0,19.0,20.1,1001.1,0.0,ENE,1.0,12-Aug-2015,200.0
4,16.0,16.0,3.0,57.0,5.0,16.0,1005.3,0.0,ENE,1.1,3-Sep-2015,300.0
22,92.0,147.0,42.0,80.0,1.7136,5.4,1006.5,0.0,NW,0.1,15-Nov-2014,1200.0
9,16.0,36.0,12.0,51.0,38.0,2.7,1016.7,0.0,WSW,1.4,27-Feb-2017,700.0
9,3.0,64.0,6.0,37.0,41.0,23.6,998.0,0.0,S,0.9,4-May-2017,700.0
3,25.0,38.0,2.0,34.0,83.0,17.1,1002.5,0.0,NE,1.3,28-Apr-2016,600.0
2,119.0,119.0,23.0,47.0,3.0,19.6,1008.6,0.0,NNW,0.7,14-Sep-2017,900.0
6,87.0,102.0,9.0,54.0,7.0,4.3,1013.0,0.0,SW,0.7,5-Nov-2015,1700.0
19,84.0,184.0,23.7048,131.0,15.0,12.6,1009.6,0.0,NE,0.6,11-Oct-2014,1100.0
22,11.0,16.0,2.0,21.0,53.0,-0.7,1018.2,0.0,NNW,1.2,22-Dec-2017,100.0
6,28.0,37.0,7.0,52.0,12.0,19.1,1012.5,0.0,NE,0.9,8-Sep-2014,600.0
3,48.0,59.0,4.0,50.0,12.0,6.1,1017.2,0.0,NNW,1.7,17-Oct-2014,600.0
2,80.0,95.0,6.0,80.0,5.0,21.0,1012.9,0.0,SSE,0.9,22-Sep-2015,900.0
15,53.0,53.0,2.0,46.0,52.0,20.9,1007.2,0.3,ESE,2.3,4-Sep-2016,4000.0
3,68.0,68.0,2.0,63.0,42.0,17.7,1002.4,0.0,ESE,0.1,10-Jun-2015,800.0
19,22.0,22.0,2.0,25.0,100.0,23.1,1003.1,0.0,E,1.2,22-Jun-2015,300.0
11,44.0,71.0,18.0,33.0,51.0,3.4,1022.3,0.0,WSW,4.0,26-Feb-2017,1100.0
15,17.0,17.0,2.0,16.0,203.0,32.4,999.6,0.0,SW,2.2,16-Aug-2017,500.0
23,117.0,145.0,47.0,100.0,8.0,-9.4,1030.2,0.0,ENE,1.1,19-Jan-2017,3100.0
22,29.0,29.0,2.0,42.0,20.0,18.7,1016.2,1.9,E,1.2,17-Sep-2017,500.0
6,83.0,83.0,14.0,40.0,19.0,-3.0,1021.0,0.0,SW,1.6,29-Jan-2016,1400.0
14,84.0,138.0,16.0,77.0,30.0,13.1,1015.1,0.0,S,1.7,12-Nov-2017,1400.0
9,37.0,37.0,2.0,33.0,34.0,20.2,1000.2,6.1,W,1.3,17-Jul-2016,900.0
11,99.0,99.0,3.0,27.0,46.0,22.5,1006.1,0.0,N,1.0,12-Sep-2015,1200.0
23,147.0,240.0,5.0,40.0,49.0,19.6,1000.2,0.1,WSW,0.9,12-Sep-2014,1300.0
17,44.0,44.0,6.0,49.0,128.0,35.4,987.7,0.0,NNW,3.0,26-May-2015,400.0
13,14.0,25.0,14.0,20.0,67.0,12.3,1008.6,0.0,NE,3.4,5-Apr-2014,500.0
15,14.0,14.0,2.0,25.0,33.0,11.8,1013.9,0.0,WSW,1.1,22-Oct-2016,400.0
19,34.0,74.0,3.0,23.0,104.0,17.5,1008.9,0.0,SW,2.9,5-May-2015,300.0
0,10.0,13.0,2.0,15.0,52.0,12.0,1001.9,0.0,NW,1.6,16-May-2017,400.0
11,45.0,45.0,,51.0,14.0,15.4,1026.9,1.0,NW,1.0,29-Sep-2016,1300.0
8,46.0,144.0,,68.0,11.0,15.6,1004.9,0.0,ESE,1.6,23-Apr-2016,500.0
23,101.0,101.0,,70.0,61.0,29.3,997.1,0.0,N,0.9,11-Aug-2017,1600.0
1,114.0,147.0,17.0,32.0,67.0,15.6,1006.6,0.0,WSW,2.4,5-Apr-2017,900.0
12,22.0,25.0,13.0,26.0,45.0,4.8,1012.8,0.0,NW,5.3,8-Jan-2018,700.0
2,43.0,75.0,2.0,34.0,78.0,22.0,999.6,0.0,NNE,0.8,15-Jun-2016,700.0
13,85.0,100.0,8.0,25.0,108.0,24.7,1007.0,0.0,E,1.2,8-Sep-2014,1100.0
12,105.0,105.0,35.0,32.0,185.0,27.3,1012.6,0.0,SSE,2.1,20-May-2017,1500.0
15,160.0,160.0,3.0,52.0,224.0,32.2,999.0,0.0,SW,2.1,21-Aug-2015,1200.0
6,125.0,151.0,2.0,105.0,2.0,21.2,1006.9,0.0,NNE,0.8,19-Aug-2015,1100.0
11,119.0,119.0,2.0,40.0,115.0,24.6,997.3,0.0,ENE,1.1,26-Jun-2016,800.0
22,100.0,175.0,6.0,57.0,137.0,30.4,997.7,0.0,SW,3.4,13-Aug-2016,1700.0
20,52.0,52.0,2.0,39.0,173.0,26.6,997.5,0.1,ENE,2.4,20-Jun-2017,1900.0
9,29.0,43.0,53.0,69.0,13.0,-0.2,1026.3,0.0,WSW,0.5,2-Mar-2014,1600.0
3,51.0,51.0,2.0,11.0,29.0,22.1,999.3,0.0,ENE,0.9,20-Jul-2016,800.0
10,143.0,175.0,81.0,80.0,,7.3,1016.4,0.0,E,0.8,13-Nov-2014,3800.0
11,81.0,118.0,3.0,46.0,79.0,28.9,996.3,0.0,W,1.5,24-Aug-2017,1100.0
13,19.0,19.0,4.0,21.0,13.0,24.6,989.2,0.8,NW,2.0,15-Jul-2014,1700.0
5,40.0,52.0,2.0,24.0,37.0,15.1,999.1,0.0,WNW,0.9,28-Apr-2016,700.0
3,83.0,121.0,8.0,16.0,134.0,23.5,997.2,0.0,ENE,1.0,26-May-2016,1000.0
9,47.0,151.0,19.0,85.0,39.0,26.4,1002.7,0.0,NNW,1.0,30-May-2014,500.0
19,66.0,128.0,6.0,31.0,237.0,22.0,992.3,8.5,N,3.9,4-Aug-2014,1000.0
8,13.0,28.0,17.0,41.0,11.1384,8.0,1025.1,0.0,NE,1.6,11-Nov-2014,500.0
13,30.0,37.0,35.0,26.0,38.3418,8.1,1013.3,0.0,SSW,1.6,19-Nov-2014,600.0
7,242.0,242.0,13.0,103.0,2.0,-3.8,1015.2,0.0,NW,1.0,15-Feb-2018,4000.0
16,17.0,31.0,6.0,15.0,49.0,2.6,1023.2,0.0,NNW,1.7,27-Dec-2017,400.0
1,172.0,182.0,48.0,97.0,1.9278,5.7,1012.5,0.0,N,1.6,9-Nov-2014,3100.0
9,19.0,21.0,46.0,25.0,46.0,-4.8,1028.3,0.0,N,1.1,10-Feb-2015,1000.0
3,67.0,262.0,2.0,17.0,79.0,15.6,1003.0,0.0,N,1.3,14-Apr-2017,300.0
23,24.0,36.0,9.0,22.0,70.0,14.2,1005.4,0.0,N,1.6,29-Mar-2015,400.0
16,15.0,22.0,11.0,14.0,80.0,28.1,1001.1,0.0,WNW,3.4,30-Aug-2014,300.0
14,14.0,16.0,7.0,18.0,53.0,4.7,1015.2,0.0,SW,2.5,9-Jan-2018,400.0
0,50.0,50.0,23.0,32.0,24.0,0.1,1012.4,0.0,NNW,0.1,6-Dec-2014,1400.0
7,12.0,25.0,5.9976,53.378,11.1384,15.7,1015.6,0.0,NW,1.9,2-Oct-2014,1222.923
20,16.0,35.0,8.0,24.0,53.0,21.2,1002.8,0.0,NE,0.7,30-Aug-2014,400.0
13,21.0,21.0,2.0,21.0,54.0,19.0,1015.6,0.0,E,2.6,18-Oct-2016,400.0
23,59.0,106.0,5.0,48.0,65.0,15.9,998.8,0.0,NE,0.7,4-May-2016,600.0
10,46.0,66.0,2.0,31.0,58.0,19.6,1007.9,0.0,ENE,1.5,2-May-2016,700.0
11,59.0,49.0,8.0,22.0,67.0,24.2,1007.3,0.0,SSW,1.9,6-Sep-2014,1100.0
21,67.0,99.0,23.0,37.0,155.0,23.3,1012.2,0.0,SE,1.9,20-May-2017,1000.0
15,10.0,10.0,3.0,16.0,67.0,4.5,1021.7,0.0,S,2.5,6-Feb-2018,300.0
17,83.0,116.0,17.0,95.0,10.0,6.6,1013.2,0.0,ESE,3.4,7-Dec-2017,1700.0
11,28.0,28.0,2.0,23.0,90.0,19.9,1011.9,0.0,SE,1.6,20-Apr-2016,300.0
2,9.0,26.0,2.0,27.0,38.0,21.3,998.6,0.0,NNW,0.7,18-Jun-2016,400.0
16,97.0,171.0,20.0,35.0,257.0,27.8,994.2,0.0,NE,3.6,15-Jun-2015,1100.0
2,11.0,11.0,6.0,11.0,35.0,2.9,1025.5,0.0,NE,1.0,8-Nov-2017,600.0
1,251.0,251.0,5.0,101.0,2.0,16.2,999.3,0.0,NE,0.8,30-Apr-2017,2000.0
8,128.0,128.0,2.0,49.0,26.0,22.2,996.3,0.0,WSW,0.9,29-Jun-2017,700.0
18,20.0,31.0,19.0,34.0,60.0,2.9,1018.6,0.0,S,1.8,19-Feb-2015,500.0
19,150.0,165.0,96.0,101.0,3.8556,-0.1,1023.9,0.0,NNE,0.0,16-Dec-2014,1222.923
6,243.0,259.0,21.0,92.0,2.0,12.9,1013.0,0.0,NE,1.5,14-Apr-2015,2000.0
7,9.0,13.0,2.0,41.0,22.0,20.9,1009.8,0.0,E,1.2,28-Aug-2017,200.0
16,80.0,80.0,13.0,22.0,184.0,33.3,995.1,0.0,SSW,3.2,28-Jul-2015,500.0
5,7.0,10.0,2.0,41.0,19.0,19.4,999.5,0.0,NNW,0.9,28-Aug-2016,200.0
14,42.0,46.0,31.0,48.0,29.0,6.3,1024.5,0.0,E,1.6,23-Dec-2014,900.0
21,56.0,144.0,18.0,41.0,120.0,20.8,1007.2,0.0,SSW,1.7,7-May-2016,700.0
12,10.0,10.0,15.0,25.0,39.0,19.1,1018.5,0.0,ENE,2.0,20-Oct-2014,300.0
1,109.0,110.0,6.0,46.0,31.059,5.7,1019.0,0.0,NNW,1.5,1-Nov-2014,1000.0
22,16.0,55.0,5.0,16.0,52.0,-3.8,1023.5,0.0,WNW,4.1,25-Dec-2014,1222.923
9,23.0,183.0,5.0,13.0,92.0,17.5,1008.8,0.0,NW,4.2,28-Mar-2016,300.0
20,77.0,93.0,5.0,87.0,23.0,4.6,1026.0,0.0,SW,0.8,8-Nov-2015,1000.0
1,,,3.0,65.0,73.0,17.1,1006.1,0.0,NW,1.0,7-Oct-2016,1800.0
10,151.0,237.0,67.0,100.0,6.0,4.8,1016.0,0.0,E,0.7,19-Nov-2015,3500.0
15,87.0,155.0,17.0,88.0,4.0,14.5,1014.3,0.0,SSW,0.6,22-Oct-2015,900.0
18,45.0,45.0,2.0,34.0,99.0,19.4,1007.8,0.0,ENE,1.2,18-Mar-2017,600.0
0,119.0,131.0,81.0,88.0,5.0,-5.6,1021.7,0.0,N,0.0,23-Dec-2014,2600.0
8,77.0,155.0,69.0,91.0,32.0,17.5,1009.7,0.0,SE,2.3,9-May-2015,2300.0
11,11.0,91.0,5.0,32.0,39.0,7.5,1007.6,0.0,WNW,6.2,8-Dec-2017,800.0
19,36.0,36.0,2.0,66.0,109.0,28.9,997.8,0.0,N,1.1,23-Jul-2016,800.0
16,31.0,59.0,8.0,62.0,27.0,10.2,1021.0,0.0,E,1.8,22-Nov-2015,700.0
5,63.0,95.0,2.0,29.0,75.0,17.7,1005.1,0.0,N,0.6,10-Sep-2015,1000.0
10,10.0,21.0,9.0,16.0,93.0,33.0,994.2,0.0,ESE,1.9,19-Jun-2014,400.0
3,225.0,225.0,3.0,69.0,2.0,23.6,997.4,0.0,E,0.6,4-Jul-2015,1000.0
19,119.0,168.0,7.0,80.0,2.0,8.5,1005.8,0.0,WNW,0.6,13-Nov-2017,2300.0
0,57.0,57.0,2.0,43.0,101.0,25.7,1003.9,0.0,W,0.6,21-Aug-2017,900.0
11,,,,,,10.3,1029.0,0.0,NNW,3.0,24-Mar-2017,1222.923
2,11.0,17.0,9.0,13.0,66.0,0.0,1027.0,0.0,NNW,2.1,5-Feb-2017,400.0
1,58.0,67.0,7.0,55.0,91.0,24.0,1000.3,0.0,E,3.1,2-Jun-2016,1000.0
16,112.0,116.0,32.0,99.0,5.0,5.6,1012.3,0.0,WNW,1.1,17-Dec-2017,1900.0
10,17.0,17.0,17.0,63.0,17.0,-6.5,1036.3,0.0,NE,1.6,27-Dec-2016,900.0
14,41.0,67.0,5.0,35.0,172.0,28.8,1005.2,0.0,SSW,3.2,21-Sep-2014,500.0
23,139.0,139.0,2.0,45.0,149.0,29.8,998.1,0.0,ESE,2.5,29-Jul-2017,3000.0
23,11.0,29.0,4.0,15.0,52.0,21.0,997.0,0.0,NE,1.4,6-Jun-2016,4000.0
11,375.0,414.0,38.0,130.0,2.0,3.4,1018.3,0.0,E,1.1,23-Dec-2016,8700.0
8,,,,,,16.9,1015.7,0.0,NNE,1.2,27-Apr-2015,1222.923
13,95.0,95.0,6.0,18.0,234.0,29.6,1000.8,0.0,S,2.3,27-May-2016,800.0
12,95.0,132.0,18.0,85.0,15.0,12.8,1008.3,0.0,SSE,1.3,19-Apr-2017,2000.0
20,27.0,50.0,2.0,58.0,93.0,19.6,1014.9,0.0,SSE,0.5,20-Sep-2017,500.0
8,57.0,61.0,1.0,24.0,18.0,19.3,998.4,0.0,ENE,0.0,13-Sep-2014,800.0
10,17.0,37.0,2.0,43.0,65.0,25.2,1003.5,0.0,N,1.4,6-Aug-2016,700.0
19,99.0,104.0,4.0,112.0,2.0,4.8,1021.2,0.0,W,1.8,8-Nov-2016,1600.0
4,169.0,170.0,26.0,102.0,2.0,0.1,1003.7,0.0,NE,0.6,19-Feb-2018,2000.0
14,20.0,31.0,28.0,20.0,46.0,3.4,1024.3,0.0,WNW,3.8,20-Dec-2014,1100.0
18,20.0,27.0,7.0,36.0,56.0,-6.5,1017.0,0.0,NW,1.9,17-Jan-2017,700.0
7,44.0,44.0,2.0,33.0,2.0,9.9,1004.1,0.0,E,1.5,2-Oct-2015,1000.0
20,120.0,175.0,3.0,42.0,157.0,25.1,1007.0,0.0,E,1.5,3-Sep-2014,1300.0
15,158.0,180.0,6.0,46.0,214.0,26.875,1004.0,0.0,SW,2.3,24-Sep-2017,1100.0
4,167.0,170.0,8.0,81.0,3.0,6.6,1016.9,0.0,NNW,0.0,18-Oct-2014,1400.0
12,19.0,28.0,9.0,25.0,86.0,24.6,1009.7,0.0,ESE,3.2,30-Mar-2015,400.0
21,169.0,173.0,20.0,53.0,4.0,18.6,1003.3,0.0,ESE,2.0,5-Jun-2014,2500.0
5,117.0,117.0,8.0,108.0,2.0,0.3,1027.0,0.0,NE,1.4,24-Nov-2015,2100.0
6,45.0,104.0,11.0,48.0,21.0,16.2,1010.5,0.0,NNE,0.9,16-May-2014,800.0
21,20.0,31.0,,57.0,14.0,-5.1,1018.4,0.0,W,0.1,28-Dec-2014,700.0
15,14.0,36.0,12.0,18.0,60.0,3.0,1025.0,0.0,WNW,2.9,30-Jan-2016,500.0
13,128.0,128.0,20.0,34.0,135.0,17.5,1015.2,0.0,SSE,2.8,11-Apr-2016,1900.0
23,80.0,120.0,7.0,109.0,5.0,4.0,1023.6,0.0,E,0.5,31-Oct-2016,1800.0
18,152.0,167.0,3.0,76.0,126.0,20.9,1001.2,0.0,NE,0.6,2-Oct-2017,1300.0
0,22.0,31.0,21.0,29.0,43.0,-4.175,1021.0,0.0,NE,1.5,14-Jan-2018,900.0
6,19.0,32.0,10.0,32.0,32.0,2.8,1015.2,0.0,NW,3.5,27-Nov-2017,800.0
12,48.0,80.0,28.0,67.0,20.0,-5.0,1021.7,0.0,SSE,1.7,19-Jan-2017,1500.0
3,,79.0,2.0,92.0,8.0,25.4,997.9,0.0,ENE,1.0,3-Aug-2016,1300.0
7,155.0,160.0,5.0,61.0,4.0,8.1,1018.2,0.0,N,0.0,18-Oct-2014,1400.0
1,21.0,68.0,6.0,12.0,48.0,-1.0,1010.0,0.0,N,3.1,23-Feb-2016,400.0
9,101.0,151.0,10.0,88.0,2.0,12.0,1019.7,0.0,ENE,1.6,29-Oct-2015,1200.0
18,6.0,62.0,2.0,9.0,67.0,6.6,1018.0,0.0,NW,6.0,12-Nov-2015,300.0
21,56.0,139.0,2.0,148.0,4.0,21.0,1011.5,0.0,NE,0.2,27-Sep-2016,2300.0
11,57.0,115.0,9.0,84.0,14.0,15.5,1013.1,0.0,S,1.0,19-Oct-2016,1300.0
12,31.0,37.0,3.0,20.0,174.0,29.2,993.5,0.0,ESE,2.7,27-Jun-2017,300.0
22,127.0,189.0,19.0,99.0,1.0,19.8,1008.5,0.0,NE,0.6,22-Sep-2014,2700.0
21,3.0,17.0,2.0,9.0,76.0,2.0,1022.0,0.0,N,3.1,4-Feb-2016,300.0
22,163.0,184.0,54.0,,9.0,-4.8,1023.9,0.0,E,0.7,27-Jan-2017,3200.0
16,152.0,152.0,3.0,51.0,234.0,26.275,1006.0,0.0,SE,2.4,23-Sep-2017,1100.0
7,86.0,102.0,25.0,58.0,19.0,20.3,1007.6,0.0,NE,0.9,23-May-2017,1500.0
8,88.0,106.0,3.0,74.0,2.0,-2.1,1014.3,0.0,WSW,0.4,3-Dec-2017,3100.0
17,29.0,42.0,11.0,40.0,77.0,6.0,1012.0,0.0,WSW,3.0,12-Feb-2016,600.0
23,97.0,183.0,4.0,60.0,25.0,13.9,1007.5,0.0,ESE,0.8,19-Apr-2016,1200.0
3,118.0,125.0,2.0,68.0,10.0,21.5,995.8,0.1,NW,1.0,29-May-2016,1400.0
9,101.0,115.0,48.0,87.0,4.0,-3.3,1027.1,0.0,N,0.6,24-Dec-2014,3200.0
2,55.0,55.0,2.0,39.0,60.0,29.5,993.6,0.0,W,1.2,21-Jul-2015,300.0
14,26.0,26.0,10.0,16.0,80.0,5.4,1027.5,0.0,WSW,3.0,24-Feb-2017,600.0
21,106.0,144.0,5.0,34.0,174.0,30.1,1001.7,0.0,ESE,2.7,8-Jul-2016,900.0
10,19.0,83.0,21.0,26.0,45.0,12.5,1013.8,0.0,WNW,4.5,23-Oct-2014,400.0
14,169.0,179.0,5.0,94.0,11.0,21.5,1009.7,0.0,SW,1.7,25-Sep-2015,1300.0
16,13.0,13.0,2.0,52.0,50.0,17.6,1002.6,0.1,WNW,1.1,5-Sep-2016,300.0
3,170.0,200.0,20.0,111.0,3.0,0.6,1008.1,0.0,WNW,0.7,8-Dec-2017,4000.0
17,12.0,34.0,2.0,8.0,81.0,32.9,998.3,0.0,NW,3.3,2-Jun-2016,200.0
18,21.0,59.0,4.0,34.0,70.0,6.8,1010.3,0.0,S,2.9,11-Mar-2017,500.0
3,11.0,16.0,8.0,7.0,41.0,-3.3,1028.8,0.0,NNE,2.3,21-Jan-2015,400.0
6,206.0,226.0,60.0,97.0,8.0,-7.0,1005.0,0.0,ENE,1.2,4-Jan-2016,5400.0
6,5.0,19.0,3.0,34.0,19.278,12.0,1015.4,0.0,NW,2.1,2-Oct-2014,1222.923
16,85.0,91.0,3.0,44.0,147.0,27.5,1008.4,0.0,W,1.0,29-Aug-2015,1000.0
19,294.0,316.0,24.0,141.0,40.0,16.0,1016.4,0.0,N,0.2,5-Oct-2014,2100.0
11,10.0,23.0,7.0,26.0,42.0,28.4,1000.5,0.0,WNW,3.2,9-Sep-2017,700.0
9,52.0,104.0,28.0,72.0,29.0,19.9,1003.7,0.0,SE,1.9,27-Apr-2014,1100.0
10,29.0,29.0,2.0,48.0,9.0,12.3,1011.3,0.7,E,1.5,7-Oct-2017,2100.0
18,,,,,,-0.2,1015.0,0.0,WSW,2.2,21-Dec-2015,1222.923
18,62.0,103.0,2.0,65.0,2.0,14.8,1020.2,11.7,ENE,2.5,6-Oct-2017,1700.0
21,128.0,128.0,2.0,30.0,70.0,21.2,1002.2,0.2,ESE,0.8,28-Jun-2017,1000.0
7,13.0,17.0,2.0,11.0,73.0,4.2,1027.8,0.0,NE,3.0,6-Apr-2016,200.0
23,56.0,81.0,9.0,79.0,2.0,-2.4,1026.0,0.0,,0.0,9-Dec-2017,1600.0
